Company Name,Website URL,First Name,Email,
Baar Baar,https://baarbaarnyc.com/,there,events@baarbaarnyc.com,events@baarbaarnyc.com
Baar Baar,https://baarbaarnyc.com/,there,delivery@baarbaarnyc.com,delivery@baarbaarnyc.com
Baar Baar,https://baarbaarnyc.com/,Baarbaar,baarbaar@breadandbutterpr.com,baarbaar@breadandbutterpr.com
Dame,https://www.damenewyork.com,there,marmalade@damenewyork.com,marmalade@damenewyork.com
Dame,https://www.damenewyork.com,Patricia,patricia@damenewyork.com,patricia@damenewyork.com
C as in Charlie,https://www.c-asincharlie.com/,Charlie,CHARLIE@C-ASINCHARLIE.COM,CHARLIE@C-ASINCHARLIE.COM
C as in Charlie,https://www.c-asincharlie.com/,Charlie,CASINCHARLIE@BECCAPR.COM,CASINCHARLIE@BECCAPR.COM
Sami & Susu,https://www.samiandsusu.com/,Sami,info@samiandsusu.com,info@samiandsusu.com
Sami & Susu,https://www.samiandsusu.com/,there,user@domain.com,user@domain.com
Bar Primi,https://www.barprimi.com/,there,info@barprimi.com,info@barprimi.com
MayRee,https://www.mayreenyc.com/,there,mayree58east@gmail.com,mayreeeast@gmail.com
MayRee,https://www.mayreenyc.com/,there,mayree58east@gmail.comPowered,mayreeeast@gmail.comPowered
MayRee,https://www.mayreenyc.com/,there,email@example.com,email@example.com
Atla,http://eatatla.com/,there,noho@eatatla.com,noho@eatatla.com
Atla,http://eatatla.com/,there,venice@eatatla.com,venice@eatatla.com
Nami Nori,https://naminori.nyc/,there,info@naminori.nyc,info@naminori.nyc
Yoshino,https://www.yoshinonewyork.com/,there,media@yoshinonewyork.com,media@yoshinonewyork.com
Minetta Tavern,https://www.minettatavernny.com/,there,events@minettatavernny.com,events@minettatavernny.com
Minetta Tavern,https://www.minettatavernny.com/,there,press@minettatavernny.com,press@minettatavernny.com
Minetta Tavern,https://www.minettatavernny.com/,there,info@minettatavernny.com,info@minettatavernny.com
Katz's,https://katzsdelicatessen.com/,there,press@katzsdelicatessen.com,press@katzsdelicatessen.com
Katz's,https://katzsdelicatessen.com/,there,catering@katzsdelicatessen.com,catering@katzsdelicatessen.com
Il Buco Alimentari e Vineria,https://ilbuco.com/,there,bottega@ilbuco.com,bottega@ilbuco.com
Il Buco Alimentari e Vineria,https://ilbuco.com/,there,press@ilbuco.com,press@ilbuco.com
63 Clinton,https://www.63clinton.com/,there,info@63clinton.com,info@63clinton.com
63 Clinton,https://www.63clinton.com/,Bianca,Creativebianca@pommecreative.com,Creativebianca@pommecreative.com
63 Clinton,https://www.63clinton.com/,Bianca,bianca@pommecreative.com,bianca@pommecreative.com
The Commerce Inn,https://www.thecommerceinn.com/,there,welcome@thecommerceinn.com,welcome@thecommerceinn.com
Silver Apricot,https://www.silverapricot.nyc/,there,reservations@silverapricot.nyc,reservations@silverapricot.nyc
Silver Apricot,https://www.silverapricot.nyc/,there,info@silverapricot.nyc,info@silverapricot.nyc
Foul Witch,https://www.foulwitchnyc.com/,there,press@foulwitchnyc.com,press@foulwitchnyc.com
Foul Witch,https://www.foulwitchnyc.com/,there,info@foulwitchnyc.com,info@foulwitchnyc.com
Ivan Ramen,https://www.ivanramen.com/,Ivan,info@ivanramen.com,info@ivanramen.com
Little Myanmar,https://www.littlemyanmar.nyc/,there,littlemyanmar22@gmail.com,littlemyanmargmailcom
Family Meal at Blue Hill,https://www.bluehillfarm.com/,Philippe,philippe@bluehillfarm.com,philippe@bluehillfarm.com
Family Meal at Blue Hill,https://www.bluehillfarm.com/,there,reservationsnyc@bluehillfarm.com,reservationsnyc@bluehillfarm.com
Family Meal at Blue Hill,https://www.bluehillfarm.com/,there,recruiting@bluehillfarm.com,recruiting@bluehillfarm.com
Family Meal at Blue Hill,https://www.bluehillfarm.com/,there,reservations@bluehillfarm.com,reservations@bluehillfarm.com
Family Meal at Blue Hill,https://www.bluehillfarm.com/,Franco,franco@bluehillfarm.com,franco@bluehillfarm.com
Family Meal at Blue Hill,https://www.bluehillfarm.com/,Events,events@bluehillfarm.com,events@bluehillfarm.com
Family Meal at Blue Hill,https://www.bluehillfarm.com/,Anya,anya@bluehillfarm.com,anya@bluehillfarm.com
Family Meal at Blue Hill,https://www.bluehillfarm.com/,Violeta,violeta@bluehillfarm.com,violeta@bluehillfarm.com
Jeju Noodle Bar,https://www.jejunoodlebar.com/,there,info@jejunoodlebar.com,info@jejunoodlebar.com
Jeju Noodle Bar,https://www.jejunoodlebar.com/,there,reservations@jejunoodlebar.com,reservations@jejunoodlebar.com
I Sodi,https://www.isodinyc.com/,there,info@isodinyc.com,info@isodinyc.com
Babbo,https://www.babbonyc.com/,there,groupdining@babbonyc.com,groupdining@babbonyc.com
Babbo,https://www.babbonyc.com/,there,info@babbonyc.com,info@babbonyc.com
Babbo,https://www.babbonyc.com/,there,privatedining@babbonyc.com,privatedining@babbonyc.com
Monsieur Vo,https://www.madamevo.com/monsieur-vo-menu,there,hello@monsieurvonyc.com,hello@monsieurvonyc.com
Monsieur Vo,https://www.madamevo.com/monsieur-vo-menu,Yen,Yen@madamevonyc.com,Yen@madamevonyc.com
Monsieur Vo,https://www.madamevo.com/monsieur-vo-menu,there,hello@madamevonyc.com,hello@madamevonyc.com
Via Carota,https://www.viacarota.com/,there,ciao@viacarota.com,ciao@viacarota.com
Shmoné,https://www.shmonenyc.com/,there,events@shmonenyc.com,eventsshmonenyccom
Shmoné,https://www.shmonenyc.com/,there,events@miznonnyc.com,events@miznonnyc.com
Shmoné,https://www.shmonenyc.com/,there,contact@shmonenyc.com,contact@shmonenyc.com
Ariari,https://ariarinyc.com/,Aria,info@ariarinyc.com,info@ariarinyc.com
MáLà Project,https://www.malaproject.nyc/,there,party@malaproject.com,party@malaproject.com
MáLà Project,https://www.malaproject.nyc/,Irene,irene@malaproject.com,irene@malaproject.com
MáLà Project,https://www.malaproject.nyc/,Indra,Indra@malaproject.com,Indra@malaproject.com
Nudibranch,https://nudibranchnyc.com/,Christina,christinalau407@gmail.com,christinalau@gmail.com
Moody Tongue Sushi,https://www.moodytongue.com/moody-tongue-sushi/,there,contact@moodytongue.com,contact@moodytongue.com
Moody Tongue Sushi,https://www.moodytongue.com/moody-tongue-sushi/,there,newyork@moodytongue.com,newyork@moodytongue.com
Pylos,https://pylosrestaurant.com/,there,info@pylosresaurant.com,info@pylosrestaurant.com
Pylos,https://pylosrestaurant.com/,there,info@pylosrestaurant.com,info@pylosrestaurant.com
Superiority Burger,http://www.superiorityburger.com/,there,info@superiorityburger.com,info@superiorityburger.com
Wallsé,https://www.wallse.com/,there,contact@wallse.com,contact@wallse.com
Wallsé,https://www.wallse.com/,there,BG@wallse.com,BG@wallse.com
Wallsé,https://www.wallse.com/,Charles,Charles@wallse.com,Charles@wallse.com
The Office of Mr. Moto,https://www.dearmrmoto.com/,there,hello@dearmrmoto.com,hello@dearmrmoto.com
Bar Miller,https://www.barmiller.com/,Bar,info@barmiller.com,info@barmiller.com
Gotham,http://www.gotham.restaurant,Bret,bret@gotham.restaurant,bret@gotham.restaurant
Gotham,http://www.gotham.restaurant,Yanette,yanette@gotham.restaurant,yanette@gotham.restaurant
Kanoyama,https://kanoyama.com/,there,info@ndiscovered.com,info@ndiscovered.com
Kanoyama,https://kanoyama.com/,there,info@indiantypefoundry.com,info@indiantypefoundry.com
Hunan Bistro,https://www.hunanbistrony.com/,there,info@chinesemenuonline.com,info@chinesemenuonline.com
Balaboosta,https://www.balaboostanyc.com/,there,info@balaboostanyc.com,info@balaboostanyc.com
Balaboosta,https://www.balaboostanyc.com/,there,Events@BalaboostaNYC.com,Events@BalaboostaNYC.com
Don Angie,https://www.donangie.com/,there,mcrane@qualitybranded.com,mcrane@qualitybranded.com
Don Angie,https://www.donangie.com/,David,dbryant@qualitybranded.com,dbryant@qualitybranded.com
Kosaka,https://www.kosakanyc.com/,there,info@kosakanyc.com,info@kosakanyc.com
15 East at Tocqueville,https://15easttocquevillenyc.com/,there,email@address.com,email@address.com
15 East at Tocqueville,https://15easttocquevillenyc.com/,there,vc01@e15t.com,vc@et.com
Bangkok Supper Club,https://www.bangkoksupperclubnyc.com/,there,info@bscnyc.co,info@bscnyc.co
Chama Mama,https://www.chamamama.com/,Mama,mama@chamamama.com,mama@chamamama.com
Chama Mama,https://www.chamamama.com/,there,events@chamamama.com,events@chamamama.com
Gage & Tollner,https://www.gageandtollner.com/,there,reservations@gageandtollner.com,reservations@gageandtollner.com
Saint Julivert Fisherie,https://www.saintjulivertbk.com/,Xavier,Xavier@SaintJulivertbk.com,Xavier@SaintJulivertbk.com
Saint Julivert Fisherie,https://www.saintjulivertbk.com/,Rob,rob@lavarany.com,rob@lavarany.com
Kanyakumari,http://kanyakumarinyc.com/,there,info@kanyakumarinyc.com,info@kanyakumarinyc.com
Casa Mono,https://casamononyc.com/,there,events@casamononyc.com,events@casamononyc.com
Portale,https://www.portalerestaurant.com/,there,Reservations@PortaleRestaurant.com,Reservations@PortaleRestaurant.com
Genesis House Restaurant,https://www.genesishouse.com/us/en/nyc/index.html,there,info@genesishouseNYC.com,info@genesishouseNYC.com
Oceans,https://oceansnewyork.com/,Maggie,maggie.obrien@oceansnewyork.com,maggieobrien@oceansnewyork.com
Oceans,https://oceansnewyork.com/,Molly,molly.ray@toptable.ca,molly.ray@toptable.ca
Oceans,https://oceansnewyork.com/,there,events@oceansnewyork.com,events@oceansnewyork.com
Oceans,https://oceansnewyork.com/,there,info@oceansnewyork.com,info@oceansnewyork.com
Carlotto,https://www.carlottonewyork.com/,Carlotta,info@carlottonewyork.com,info@carlottonewyork.com
Craft,https://www.craftrestaurant.com/,there,PrivateDining@CraftRestaurant.com,PrivateDining@CraftRestaurant.com
Craft,https://www.craftrestaurant.com/,Chris,CCowan@craftedhospitality.com,CCowan@craftedhospitality.com
Oiji Mi,https://www.oijimi.com/,there,info@oijimi.com,info@oijimi.com
Rezdôra,https://www.rezdora.nyc/,there,merch@rezdora.nyc,merch@rezdora.nyc
Noda,https://www.noda.nyc/,there,events@noda.nyc,events@noda.nyc
odo,https://www.odo.nyc/,Odo,odo.reservation@gmail.com,odoreservation@gmail.com
odo,https://www.odo.nyc/,there,utsuwa.tg.1720@gmail.com,utsuwa.tg@gmail.com
Mile End,https://www.mileenddeli.com/,there,catering@mileenddeli.com,catering@mileenddeli.com
Mile End,https://www.mileenddeli.com/,there,info@mileenddeli.com,info@mileenddeli.com
Cosme,https://www.cosmenyc.com/,there,press@casamata.com,press@casamata.com
Cosme,https://www.cosmenyc.com/,there,press@cosmenyc.com,press@cosmenyc.com
Cosme,https://www.cosmenyc.com/,there,privatedining@cosmeny.com,privatedining@cosmeny.com
Cosme,https://www.cosmenyc.com/,there,info@casamata.com,info@casamata.com
Cosme,https://www.cosmenyc.com/,there,info@cosmenyc.com,info@cosmenyc.com
La Devozione: The Oval,https://www.ladevozionenyc.com/,there,events@ladevozionenyc.com,events@ladevozionenyc.com
Mel's,https://www.mels-nyc.com/,Melanie,reservations@mels-nyc.com,reservations@mels-nyc.com
Cote,https://www.cotekoreansteakhouse.com/,there,marketing@gracioushm.com,marketing@gracioushm.com
Cote,https://www.cotekoreansteakhouse.com/,there,event@cotenyc.com,event@cotenyc.com
Cote,https://www.cotekoreansteakhouse.com/,there,event@cotemiami.com,event@cotemiami.com
Cote,https://www.cotekoreansteakhouse.com/,there,press@cotesingapore.com,press@cotesingapore.com
Cote,https://www.cotekoreansteakhouse.com/,there,inquiriespress@cotenyc.com,inquiriespress@cotenyc.com
Cote,https://www.cotekoreansteakhouse.com/,there,press@cotemiami.com,press@cotemiami.com
Cote,https://www.cotekoreansteakhouse.com/,there,events@cotemiami.com,eventscotemiamicom
Cote,https://www.cotekoreansteakhouse.com/,there,press@cotenyc.com,press@cotenyc.com
Cote,https://www.cotekoreansteakhouse.com/,there,inquiriesevents@cotemiami.comFor,inquiriesevents@cotemiami.com
Cote,https://www.cotekoreansteakhouse.com/,there,partnerships@gracioushm.com,partnerships@gracioushm.com
Cote,https://www.cotekoreansteakhouse.com/,there,inquire@cotesingapore.com,inquire@cotesingapore.com
Cote,https://www.cotekoreansteakhouse.com/,there,reservations@cotekoreansteakhouse.com,reservations@cotekoreansteakhouse.com
Cote,https://www.cotekoreansteakhouse.com/,there,reservation@cotenyc.com,reservation@cotenyc.com
Cote,https://www.cotekoreansteakhouse.com/,there,inquiriesevent@cotenyc.comFor,inquiriesevent@cotenyc.com
Shota Omakase,https://www.shotaomakase.com/,Shota,Info@shotaomakase.com,Info@shotaomakase.com
Shota Omakase,https://www.shotaomakase.com/,Shota,reservation@shotaomakase.com,reservation@shotaomakase.com
Sunday in Brooklyn,https://www.sundayinbrooklyn.com/,Amanda,amanda@sundayhg.com,amandasundayhgcom
Sunday in Brooklyn,https://www.sundayinbrooklyn.com/,Sunday,catering@sundaybk.com,catering@sundaybk.com
Sunday in Brooklyn,https://www.sundayinbrooklyn.com/,there,hello@sundaybk.com,hello@sundaybk.com
Aldama,https://aldamarestaurantbk.com/,there,reservation@aldama-restaurant.com,reservation@aldamarestaurantcom
Aldama,https://aldamarestaurantbk.com/,there,FAQ@aldama.bk,FAQ@aldama.bk
Aldama,https://aldamarestaurantbk.com/,there,aldamabk@wearerhc.com,aldamabk@wearerhc.com
Junoon,https://www.junoonnyc.com/,there,info@junoonnyc.com,info@junoonnyc.com
Francie,https://www.franciebrooklyn.com/,Francie,info@franciebrooklyn.com,info@franciebrooklyn.com
Mesiba,http://mesibabk.com/,there,Eventsbk@bar-lab.com,Eventsbk@bar-lab.com
Meadowsweet,https://www.meadowsweetnyc.com/,there,info@meadowsweetnyc.com,info@meadowsweetnyc.com
Il Fiorista,https://www.ilfioristanyc.com/,there,events@ilfioristanyc.com,events@ilfioristanyc.com
Il Fiorista,https://www.ilfioristanyc.com/,there,info@ilfioristanyc.com,info@ilfioristanyc.com
Café Carmellini,https://www.cafecarmellini.com/,there,events@thefifthavenuehospitality.com,events@thefifthavenuehospitality.com
Miss Ada,https://www.missadanyc.com/,there,info@missadanyc.com,info@missadanyc.com
Miss Ada,https://www.missadanyc.com/,there,INFO@MISSADANYC.COMFOR,INFO@MISSADANYC.COMFOR
The Orchard Townhouse,http://www.theorchardtownhouse.com,there,info@theorchardtownhouse.com,info@theorchardtownhouse.com
Koloman,https://www.kolomanrestaurant.com/,there,reservations@kolomanrestaurant.com,reservations@kolomanrestaurant.com
Koloman,https://www.kolomanrestaurant.com/,there,jobs@kolomanrestaurant.com,jobs@kolomanrestaurant.com
Koloman,https://www.kolomanrestaurant.com/,Evyn,evyn@evynblock.com,evyn@evynblock.com
Koloman,https://www.kolomanrestaurant.com/,Koloman,info@kolomanrestaurant.com,info@kolomanrestaurant.com
Koloman,https://www.kolomanrestaurant.com/,there,info@kolomanrestaurant.comPress,info@kolomanrestaurant.com
Atomix,https://www.atomixnyc.com/,there,info@atomixnyc.com,info@atomixnyc.com
Norma Gastronomia Siciliana,https://normarestaurant.com/,there,info@normarestaurant.com,info@normarestaurant.com
Norma Gastronomia Siciliana,https://normarestaurant.com/,there,Info@normahellskitchen.com,Info@normahellskitchen.com
Norma Gastronomia Siciliana,https://normarestaurant.com/,there,info@normaturtlebay.com,infonormaturtlebaycom
Norma Gastronomia Siciliana,https://normarestaurant.com/,there,info@normamurrayhill.com,info@normamurrayhill.com
Laser Wolf,https://www.laserwolfbrooklyn.com/,there,info@laserwolfbrooklyn.com,info@laserwolfbrooklyn.com
Laser Wolf,https://www.laserwolfbrooklyn.com/,there,press@bokagrp.com,press@bokagrp.com
Seoul Salon,https://seoulsalon.nyc/,there,info@seoulsalon.nyc,info@seoulsalon.nyc
Seoul Salon,https://seoulsalon.nyc/,there,INFO@SEOULSALON.NYC,INFO@SEOULSALON.NYC
Café Mars,https://cafemarsbk.com/,there,info@cafemarsbk.com,info@cafemarsbk.com
Café Mars,https://cafemarsbk.com/,Aria,aria@fobthospitality.com,aria@fobthospitality.com
Runner & Stone,https://www.runnerandstone.com/,there,info@runnerandstone.com,info@runnerandstone.com
Runner & Stone,https://www.runnerandstone.com/,Matt,Matt@runnerandstone.com,Matt@runnerandstone.com
Runner & Stone,https://www.runnerandstone.com/,there,info@runnerandstone.com,info@runnerandstone.com
21 Greenpoint,https://www.21greenpoint.com/,there,info@21greenpoint.com,info@greenpoint.com
21 Greenpoint,https://www.21greenpoint.com/,there,events@21greenpoint.com,events@greenpoint.com
21 Greenpoint,https://www.21greenpoint.com/,there,info@greenpoint.com,info@greenpoint.com
Chez Ma Tante,https://www.chezmatantebk.com/,there,ninfo@chezmatantebk.com,ninfo@chezmatantebk.com
Chez Ma Tante,https://www.chezmatantebk.com/,there,shop@chezmatantebk.com,shop@chezmatantebk.com
Chez Ma Tante,https://www.chezmatantebk.com/,there,info@chezmatantebk.com,info@chezmatantebk.com
Chez Ma Tante,https://www.chezmatantebk.com/,there,events@chezmatantebk.com,events@chezmatantebk.com
Chez Ma Tante,https://www.chezmatantebk.com/,there,info@chezmatantebk.com,info@chezmatantebk.com
KRU,https://www.krubrooklyn.com/,there,Hello@KruBrooklyn.com,Hello@KruBrooklyn.com
Cecily,https://www.cecilybk.com/,Cecily,info@cecilybk.com,info@cecilybk.com
Đi Ăn Đi,https://www.diandi.nyc/,there,hello@diandi.nyc,hello@diandi.nyc
Tonchin,https://www.tonchinus.com/,there,info@foodexny.com,info@foodexny.com
Tonchin,https://www.tonchinus.com/,there,info@foodexny.com,info@foodexny.com
Ci Siamo,https://www.cisiamonyc.com/,there,info@cisiamonyc.com,info@cisiamonyc.com
Little Alley,https://www.littlealley.nyc/,there,info@littlealley.nycSunday,info@littlealley.nyc
Little Alley,https://www.littlealley.nyc/,there,info@littlealley.nyc,info@littlealley.nyc
Nura,https://www.nurabk.com/,there,reservations@nurabk.com,reservations@nurabk.com
Nura,https://www.nurabk.com/,there,events@nurabk.com,events@nurabk.com
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
HOUSE Brooklyn,https://house-bk.com/,there,housebk@house-bk.com,housebk@house-bk.com
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Place des Fêtes,http://www.pdfnyc.com/,there,press@pdfnyc.com,
Place des Fêtes,http://www.pdfnyc.com/,there,hello@pdfnyc.com,hello@pdfnyc.com
Place des Fêtes,http://www.pdfnyc.com/,there,press@pdfnyc.com,press@pdfnyc.com
Haenyeo,https://haenyeobk.com/,there,hello@haenyeobk.com,hello@haenyeobk.com
Haenyeo,https://haenyeobk.com/,Hello,hello@haenyeobk.com,hello@haenyeobk.com
Oxomoco,https://www.oxomoconyc.com/,there,hola@oxomoconyc.com,hola@oxomoconyc.com
Oxomoco,https://www.oxomoconyc.com/,there,info@oxomoconyc.com,info@oxomoconyc.com
