Company Name,Type,AI Check,Signed Check,Deals Check,Zip Code,Phone,Website,Source,Ryan,Alyssa 2,Alyssa R,Gabe,Jacob,Rachel,Colin,Notes,Address
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
The Grey Dog,BB2,The Grey Dog,No,No,10014.0,,http://www.thegreydog.com/,New York Hitlist,0.0,1,0.0,0.0,0.0,0.0,1.0,Multiple Locations,"New York, NY, USA"
Whitmans,BB2,Whitmans,No,No,10009.0,,https://whitmansnyc.com/,NYC Hitlist,1.0,0,0.0,0.0,0.0,0.0,1.0,,"406 E 9th St, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Aubi & Ramsa,BB2,Aubi,No,No,10014.0,,http://aubiramsa.com/,New York Hitlist,1.0,0,0.0,0.0,0.0,0.0,1.0,Multiple Locations,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Koloman,BB2,Koloman,No,Yes,10001.0,(212) 790-8970,https://kolomanrestaurant.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"16 W 29th St, New York, NY 10001, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Corima,BB1,Corima,No,Yes,10002.0,Not Available,https://corimanyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"3 Allen St, New York, NY 10002, USA"
Dirt Candy,BB2,Dirt Candy,No,Yes,10002.0,(212) 228-7732,http://www.dirtcandynyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"86 Allen St, New York, NY 10002, USA"
Eel Bar,BB3,Eel,No,Yes,10002.0,Not Available,https://www.eelbarnyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"252 Broome St, New York, NY 10002, USA"
Rabbit House (Essex),BB1,Rabbit,No,Yes,10002.0,Not Available,Not Available,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"41 Essex St, New York, NY 10002, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Tolo,BB1,Tolo,No,Yes,10002.0,Not Available,https://tolonyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"28 Canal St, New York, NY 10002, USA"
Wildair,BB2,Wildair,No,Yes,10002.0,(646) 964-5624,http://wildair.nyc/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"142 Orchard St, New York, NY 10002, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Penny,BB3,Penny,No,Yes,10003.0,Not Available,https://www.penny-nyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"90 E 10th St 1st Floor, New York, NY 10003, USA"
Holiday Cocktail Lounge,BB3,Holiday,No,Yes,10003.0,,https://www.holidaycocktaillounge.bar/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"75 St Marks Pl, New York, NY 10003, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Veselka,BB1,Veselka,No,Yes,10003.0,,https://www.veselka.com/?utm_source=google,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"144 2nd Ave, New York, NY 10003, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Gotham Restaurant,BB1,Gotham,No,Yes,10003.0,,http://gotham.restaurant/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"12 E 12th St, New York, NY 10003, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Ito,BB1,Ito,No,Yes,10007.0,Not Available,https://itotribeca.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"New York, NY, USA"
Foul Witch,BB1,Foul Witch,No,Yes,10009.0,Not Available,https://www.foulwitchnyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"15 Avenue A, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Kolachi,BB2,Kolachi,No,Yes,10009.0,(917) 262-0633,Not Available,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"130 1st Ave., New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Death & Co,BB3,Death & Co,No,Yes,10009.0,,http://www.deathandcompany.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"433 E 6th St, New York, NY 10009, USA"
Superiority Burger,BB2,Superiority Burger,No,Yes,10009.0,,http://www.superiorityburger.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"119 Avenue A, New York, NY 10009, USA"
Balade,BB1,Balade,No,Yes,10009.0,,https://www.baladerestaurants.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"208 1st Ave., New York, NY 10009, USA"
Pineapple Club,BB3,Pineapple Club,No,Yes,10009.0,,https://pineappleclub.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"509 E 6th St, New York, NY 10009, USA"
Gnocco,BB1,Gnocco,No,Yes,10009.0,,http://www.gnocco.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"337 E 10th St, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Evil Katsu,BB2,Evil Katsu,No,Yes,10009.0,,http://www.evilkatsu.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"435 E 9th St, New York, NY 10009, USA"
Mister Paradise,BB3,Paradise,No,Yes,10009.0,,https://www.misterparadisenyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"105 1st Ave., New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Rosella,BB1,Rosella,No,Yes,10009.0,,http://www.rosellanyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"137 Avenue A, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Luthun,BB2,Luthun,No,Yes,10009.0,,https://www.luthun.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"432 E 13th St, New York, NY 10009, USA"
Bar Lula,BB3,Lula,No,Yes,10009.0,,http://www.barlula.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"132 1st Ave., New York, NY 10009, USA"
THE IZAKAYA NYC on 4th,BB1,IZAKAYA,No,Yes,10009.0,,https://www.theizakaya.nyc/4th,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"215 E 4th St, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Hi-Note,BB3,Hi-Note,No,Yes,10009.0,,https://www.hi-note.nyc/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"188 Avenue B, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
SUPPER,BB2,SUPPER,No,No,10009.0,1 212-477-7600,supperrestaurant.com,Toast,0.0,0,0.0,0.0,0.0,0.0,1.0,,"156 E 2nd St, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Jose Luis Mediterranean Cuisine,BB1,Jose Luis,No,No,10009.0,,http://joseluisnewyork.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"186 Avenue B, New York, NY 10009, USA"
The Roost,BB2,Roost,No,No,10009.0,,https://newyork.theroostnyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"222 Avenue B, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
POST,BB1,POST,No,No,10009.0,,http://www.post-nyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Lucky,BB2,Lucky,No,No,10009.0,,http://www.luckyonb.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"168 Avenue B, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
DA RADDA 7th Street,BB1,Da Radda,No,No,10009.0,,https://www.daraddanyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"127 E 7th St, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Smør Bakery,BB2,Smor,No,No,10009.0,,http://smorbakerynyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"437 E 12th St, New York, NY 10009, USA"
Westville East,BB1,Westville,No,No,10009.0,,https://westvillenyc.com/locations/westville-east/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"173 Avenue A, New York, NY 10009, USA"
Dumpling Man NY,BB2,Dumpling Man,No,No,10009.0,,https://dumplingman.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"100 St Marks Pl #7, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Royale,BB2,Royale,No,No,10009.0,,http://royalebarnyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"157 Loisaida Ave, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Ten Degrees,BB3,Ten Degrees,No,No,10009.0,,https://www.tendegreesbar.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"121 St Marks Pl, New York, NY 10009, USA"
Drop Off Service,BB3,Drop Off Service,No,No,10009.0,,,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"211 Avenue A, New York, NY 10009, USA"
B Cup Cafe,BB2,B Cup,No,No,10009.0,,https://www.bcupcafe.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"212 Avenue B, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
SHINN EAST,BB2,SHINN EAST,No,No,10009.0,,http://shinneast.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"119 E 7th St, New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
Mary O's,BB1,Mary O's,No,No,10009.0,,https://maryos.nyc/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"32 Avenue A, New York, NY 10009, USA"
International Bar,BB3,International Bar,No,No,10009.0,,http://www.internationalbarnyc.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"102 1st Ave., New York, NY 10009, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
,,,,,,,,,,,,,,,,,"New York, NY, USA"
TLC Tea House,BB2,TLC Tea House,No,No,10009.0,,https://themenustar3.com/webspace/menus.php?code=ordertlcteahouse.com,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"103 E 2nd St, New York, NY 10009, USA"
Elisa's Love Bites,BB2,Love Bites,No,No,10009.0,,http://www.elisaslovebites.com/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"441 E 9th St, New York, NY 10009, USA"
The York,BB1,The York,No,No,10009.0,,http://theyork.nyc/,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"186 Avenue B, New York, NY 10009, USA"
M & J,BB2,M & J,No,No,10009.0,,http://www.mjasiancuisinenyc.com/?utm_source=gmb,NYC Hitlist,0.0,0,0.0,0.0,0.0,0.0,1.0,,"600 E 14th St, New York, NY 10009, USA"
C&B,BB2,C&B,No,No,10009.0,Not Available,http://www.candbnyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"178 E 7th St, New York, NY 10009, USA"
Caleta,BB1,Caleta,No,No,10009.0,(646) 360-4072,http://caletanyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"New York, NY 10009, USA"
Carnitas Ramirez,BB1,Ramirez,No,No,10009.0,Not Available,https://ny.eater.com/2024/6/26/24182669/carnitas-ramirez-taqueria-opens-east-village-manhattan,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"210 E 3rd St, New York, NY 10009, USA"
Da Radda,BB1,Radda,No,No,10009.0,Not Available,http://daraddanyc.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"127 E 7th St, New York, NY 10009, USA"
Nowon East Village,BB1,Nowon,No,Yes,,,http://www.nowonUSA.com,NYC Hitlist,0.0,#REF!,0.0,0.0,0.0,1.0,,,"507 E 6th St, New York, NY 10009, USA"
ARIARI,BB3,ARIARI,No,Yes,,,http://www.ariarinyc.com,NYC Hitlist,0.0,#REF!,0.0,0.0,0.0,1.0,,,"119 1st Ave., New York, NY 10003, USA"
Dua Kafe,BB2,Kafe,No,No,10009.0,(212) 228-1696,http://duakafe.weeblysite.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"520 E 14th St, New York, NY 10009, USA"
El Rinconcito,BB2,Rinconcito,No,No,10009.0,(212) 254-1381,https://www.instagram.com/elrinconles?igshid=499iontauvpt,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"75 Loisaida Ave, New York, NY 10009, USA"
Fiaschetteria Pistoia,BB2,Pistoia,No,No,10009.0,(212) 777-3355,https://www.fiaschetteriapistoia.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"647 E 11th St, New York, NY 10009, USA"
8282,BB1,8282,No,Yes,,,http://eightwoeightwo.com,NYC Hitlist,0.0,#REF!,0.0,0.0,0.0,1.0,,,"84 Stanton St, New York, NY 10002, USA"
Lê Phin,BB2,Phin,No,No,10009.0,(415) 412-7066,Not Available,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"259 E 10th St, New York, NY 10009, USA"
Dumpling N’ Dips,BB1,Dumpling,No,Yes,,,http://www.dumplingndips.com,NYC Hitlist,0.0,#REF!,0.0,0.0,0.0,1.0,,,"5 St Marks Pl, New York, NY 10003, USA"
Little Myanmar,BB1,Myanmar,No,No,10009.0,Not Available,Not Available,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"150 E 2nd St, New York, NY 10009, USA"
Veeray Da Dhaba,BB2,Veeray,No,No,10009.0,(212) 777-1420,http://www.veeraydadhaba.com/,Eater,0.0,0,0.0,0.0,0.0,0.0,1.0,,"222 1st Ave., New York, NY 10009, USA"
Jazba,BB1,Jazba,No,Yes,,,https://www.jazbanyc.com,NYC Hitlist,0.0,#REF!,0.0,0.0,0.0,1.0,,,"207 2nd Ave, New York, NY 10003, USA"
Avant Gardner,BB2,Gardner,No,No,10009.0,347-987-3146,https://www.avant-gardner.com/,Toast,0.0,0,0.0,0.0,0.0,0.0,1.0,,"140 Stewart Ave, Brooklyn, NY 11237, USA"
The Office of Mr Moto,BB1,Moto,No,Yes,,,http://www.dearmrmoto.com,NYC Hitlist,0.0,#REF!,0.0,0.0,0.0,1.0,,,"120A St Marks Pl, New York, NY 10009, USA"
Tsukimi,BB2,Tsukimi,No,Yes,,,http://www.tsukimi.nyc,NYC Hitlist,0.0,#REF!,0.0,0.0,0.0,1.0,,,"228 E 10th St, New York, NY 10003, USA"
Dingaling,BB3,Dingaling,No,No,10009.0,(929) 637-8519,dingalingnyc.com,Toast,0.0,0,0.0,0.0,0.0,0.0,1.0,,"116 Loisaida Ave, New York, NY 10009, USA"
Two Boots,BB2,Boots,No,No,10009.0,(646) 861-3970,https://www.twoboots.com/contact,Toast,0.0,0,0.0,0.0,0.0,0.0,1.0,,"42 Avenue A, New York, NY 10009, USA"
Boulton & Watt,BB1,Watt,No,No,10009.0,(646) 490-6004,https://www.boultonandwattnyc.com/food,Toast,0.0,0,0.0,0.0,0.0,0.0,1.0,,"5 Avenue A, New York, NY 10009, USA"
